Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
389,Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/AreaChart_files/figure-html/fig9Month-1.png,https://openbiox.github.io/Bizard/DataOverTime/AreaChart.html#controlling-the-stacking-order-in-ggplot2,Sort alphabetically,Area Chart,BASICS,Evolution
390,Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/AreaChart_files/figure-html/fig10Year-1.png,https://openbiox.github.io/Bizard/DataOverTime/AreaChart.html#controlling-the-stacking-order-in-ggplot2,Sort by value for a specific year,Area Chart,BASICS,Evolution
391,Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/AreaChart_files/figure-html/fig11Custom-1.png,https://openbiox.github.io/Bizard/DataOverTime/AreaChart.html#custom-styles,Custom styles for stacked area chart,Area Chart,BASICS,Evolution
392,Proportional Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/AreaChart_files/figure-html/fig12Ration-1.png,https://openbiox.github.io/Bizard/DataOverTime/AreaChart.html#proportional-stacked-area-diagram,Proportional stacked area chart using the ggplot2 package and AirPassengers dataset,Area Chart,BASICS,Evolution
393,Interactive Area Chart,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/AreaChart_plot.png,https://openbiox.github.io/Bizard/DataOverTime/AreaChart.html#interactive-area-plot,Using the dygraph package for time series visualization,Area Chart,BASICS,Evolution
394,Basic Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/StackedArea_files/figure-html/fig1BasicPlot-1.png,https://openbiox.github.io/Bizard/DataOverTime/StackedArea.html#basic-stacked-area-diagram,Basic stacked area chart using the ggplot2 package and WorldPhones dataset,Stacked Area Chart,BASICS,Evolution
395,Basic Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/StackedArea_files/figure-html/fig2cov19-1.png,https://openbiox.github.io/Bizard/DataOverTime/StackedArea.html#basic-stacked-area-diagram,Basic stacked area chart using the ggplot2 package and COVID-19 dataset,Stacked Area Chart,BASICS,Evolution
396,Proportional Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/StackedArea_files/figure-html/fig3USPersonalExpenditure-1.png,https://openbiox.github.io/Bizard/DataOverTime/StackedArea.html#proportional-stacked-area-diagram,Proportional stacked area chart using the ggplot2 package and USPersonalExpenditure dataset,Stacked Area Chart,BASICS,Evolution
397,Proportional Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/StackedArea_files/figure-html/fig4covi19_percent-1.png,https://openbiox.github.io/Bizard/DataOverTime/StackedArea.html#proportional-stacked-area-diagram,Proportional stacked area chart using the ggplot2 package and COVID-19 dataset,Stacked Area Chart,BASICS,Evolution
398,Customization Stacked Area Chart,https://openbiox.github.io/Bizard/DataOverTime/StackedArea_files/figure-html/fig5Custom-1.png,https://openbiox.github.io/Bizard/DataOverTime/StackedArea.html#customization,Customization stacked area chart using the ggplot2 package and USPersonalExpenditure dataset,Stacked Area Chart,BASICS,Evolution
399,Interactive Stacked Area Chart,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/StackedAreaChart_plot.png,https://openbiox.github.io/Bizard/DataOverTime/StackedArea.html#interactive-stacked-area-map,Interactive stacked area chart using the plotly package and babynames dataset,Stacked Area Chart,BASICS,Evolution
400,Basic Streamgraph,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot1.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#basic-code,Basic streamgraph using the streamgraph package and COVID-19 dataset,Streamgraph,BASICS,Evolution
401,Basic Streamgraph,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot2.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#add-dropdown-button,The sg_legend() function adds a dropdown button,Streamgraph,BASICS,Evolution
402,Basic Streamgraph,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot3.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#change-shape,The shape of the streamgraph can be changed by adjusting the interpolate parameter,Streamgraph,BASICS,Evolution
403,Basic Streamgraph,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot4.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#change-color,The color of the streamgraph can be changed by scale_fill_brewer() and scale_fill_manual(),Streamgraph,BASICS,Evolution
404,Streamgraph Offset,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot5.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#silhouette,Streamgraph with parameter offset="silhouette",Streamgraph,BASICS,Evolution
405,Streamgraph Offset,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot6.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#zero,Streamgraph with parameter offset="zero",Streamgraph,BASICS,Evolution
406,Streamgraph Offset,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Streamgraph_plot7.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#expand,Streamgraph with parameter offset="expand",Streamgraph,BASICS,Evolution
407,Streamgraph Using ggplot2,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph_files/figure-html/fig9html-1.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#basic-code-1,Streamgraph using the ggplot2 package and COVID-19 dataset,Streamgraph,BASICS,Evolution
408,Streamgraph Using ggplot2,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph_files/figure-html/fig10Beautify-1.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#beautify-plot,Beautify streamgraph using ggplot2 package,Streamgraph,BASICS,Evolution
409,Streamgraph Using ggplot2,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph_files/figure-html/fig11ChickWeight-1.png,https://openbiox.github.io/Bizard/DataOverTime/Streamgraph.html#taking-chickweight-data-as-an-example,Streamgraph using the ggplot2 package and ChickWeight dataset,Streamgraph,BASICS,Evolution
410,Basic Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig1BasicPlot-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#basic-plot,Basic timeseries chart using the ggplot2 package and economics dataset,Timeseries Chart,BASICS,Evolution
411,Display Observation Point for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig2geom_point-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#display-observation-point,The observation point is displayed using geom_point(),Timeseries Chart,BASICS,Evolution
412,Multi-class Data for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig3multi-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#multi-class-data-plotting,Multi-class data for timeseries chart using the ggplot2 package and dehydration dataset,Timeseries Chart,BASICS,Evolution
413,Change X-axis Date Labels for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig4scale_x_date-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#format-the-date-labels,The x-axis labels in the graph have been changed to year-month format,Timeseries Chart,BASICS,Evolution
414,Change X-axis Date Labels for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig5breaks-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#set-the-display-interval-for-date-labels,The date_breaks parameter in scale_x_date is used in the graph to change the display interval of the date labels,Timeseries Chart,BASICS,Evolution
415,Adjust Label Angle for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig6angle-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#adjust-label-angle,Adjust the label angle using theme(),Timeseries Chart,BASICS,Evolution
416,Time Limit for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig7angle-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#time-limit,Extracting a time-limited image using the limit parameter of scale_x_date(),Timeseries Chart,BASICS,Evolution
417,Notes and Separators for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig8annotate-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#notes-and-separators,"The highest point was marked and labeled using annotate(), and a horizontal dividing line was drawn using geom_hline()",Timeseries Chart,BASICS,Evolution
418,Subgraph Merging for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig9merge-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#subgraph-merging,The patchwork package can be used to place subgraphs on a graph,Timeseries Chart,BASICS,Evolution
419,Dual Y-axis for Timeseries Chart,https://openbiox.github.io/Bizard/DataOverTime/Timeseries_files/figure-html/fig10doubleY-1.png,https://openbiox.github.io/Bizard/DataOverTime/Timeseries.html#dual-y-axis,"For dual y-axis setup, use sec.axis to set the second y-axis",Timeseries Chart,BASICS,Evolution
420,Chinese Calendar,https://openbiox.github.io/Bizard/DataOverTime/CalendHighlight_files/figure-html/fig1CalendChina-1.png,https://openbiox.github.io/Bizard/DataOverTime/CalendHighlight.html#chinese-calendar,The default weeknames and monthnames are in Chinese,Calend Highlight,BASICS,Evolution
421,English Calendar,https://openbiox.github.io/Bizard/DataOverTime/CalendHighlight_files/figure-html/fig1Calend-1.png,https://openbiox.github.io/Bizard/DataOverTime/CalendHighlight.html#english-calendar,The default weeknames and monthnames are in English,Calend Highlight,BASICS,Evolution
422,Calendar Period,https://openbiox.github.io/Bizard/DataOverTime/CalendHighlight_files/figure-html/fig1CalendPeriod-1.png,https://openbiox.github.io/Bizard/DataOverTime/CalendHighlight.html#calendar-period,Certain date ranges can be selected to be highlighted,Calend Highlight,BASICS,Evolution
423,Circular Plot,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig1BasicPlot-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#basic-plot,The circlize package can be used to create circular plots,Chord Diagram,BASICS,Proportion
424,Customization Circular Plot,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig2Custom-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#custom,Customization circular plot using the circlize package,Chord Diagram,BASICS,Proportion
425,Circular Plot Type,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig3circos.trackLines-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#circular-plot-type,Circular line plot,Chord Diagram,BASICS,Proportion
426,Circular Plot Type,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig4circos.trackLines-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#circular-plot-type,Circular vertical line plot,Chord Diagram,BASICS,Proportion
427,Circular Plot Type,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig5trackPlotRegion-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#circular-plot-type,Circular histogram,Chord Diagram,BASICS,Proportion
428,Circular Plot Type,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig6trackPlotRegion-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#circular-plot-type,Multi-track circular plot,Chord Diagram,BASICS,Proportion
429,Part Circular Plot,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig7circos.par-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#draw-a-part,The circlize package allows you to use the circos.par() function to display only a portion of the circular chart,Chord Diagram,BASICS,Proportion
430,Chord Diagram,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig8circos.link-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#add-link,The circos.links() function builds connections one by one,Chord Diagram,BASICS,Proportion
431,Chord Diagram,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig9chordDiagram-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#basic-chord-diagram,Basic chord diagram using the circlize package and TCGA-BRCA dataset,Chord Diagram,BASICS,Proportion
432,Chord Diagram,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig10color-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#basic-chord-diagram,Change color for chord diagram,Chord Diagram,BASICS,Proportion
433,Chord Diagram,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig11layout-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#faceted-chord-diagram,Faceted chord diagram,Chord Diagram,BASICS,Proportion
434,Chord Diagram,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig12direction-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#directional-layered-chord-diagram,Directional layered chord diagram,Chord Diagram,BASICS,Proportion
435,Chord Diagram,https://openbiox.github.io/Bizard/Proportion/ChordDiagram_files/figure-html/fig13Custom-1.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#highly-customized-chord-diagrams,Highly customized chord diagram,Chord Diagram,BASICS,Proportion
436,Chord Diagram,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/ChordDiagram_plot.png,https://openbiox.github.io/Bizard/Proportion/ChordDiagram.html#interactive-chord-diagram,Interactive chord diagram,Chord Diagram,BASICS,Proportion
437,Custom Network Graph,https://openbiox.github.io/Bizard/Proportion/Network_files/figure-html/fig2BasicPlot-1.png,https://openbiox.github.io/Bizard/Proportion/Network.html#custom-nodes-links-and-tags,"Custom nodes, links, and tags for network graph",Network Graph,BASICS,Proportion
438,Layout for Network Graph,https://openbiox.github.io/Bizard/Proportion/Network_files/figure-html/fig3layout-1.png,https://openbiox.github.io/Bizard/Proportion/Network.html#layout,"Different network graph layouts can be used as needed, such as sphere, circle, random, fruchterman.reingold, etc",Network Graph,BASICS,Proportion
439,Variable Mapping for Network Graph,https://openbiox.github.io/Bizard/Proportion/Network_files/figure-html/fig4mapnode-1.png,https://openbiox.github.io/Bizard/Proportion/Network.html#variable-classification-mapping-to-nodes,Variable classification mapping to nodes,Network Graph,BASICS,Proportion
440,Variable Mapping for Network Graph,https://openbiox.github.io/Bizard/Proportion/Network_files/figure-html/fig5maplink-1.png,https://openbiox.github.io/Bizard/Proportion/Network.html#variable-mapping-to-link,Variable mapping to link,Network Graph,BASICS,Proportion
441,Node Size Mapping for Network Graph,https://openbiox.github.io/Bizard/Proportion/Network_files/figure-html/fig6mapsize-1.png,https://openbiox.github.io/Bizard/Proportion/Network.html#node-size-maps-to-number-of-connections,Node size maps to number of connections,Network Graph,BASICS,Proportion
442,Clustering for Network Graph,https://openbiox.github.io/Bizard/Proportion/Network_files/figure-html/fig7mapsize-1.png,https://openbiox.github.io/Bizard/Proportion/Network.html#clustering-results-visualization,Clustering results visualization for network graph,Network Graph,BASICS,Proportion
443,3D Interactive Network Graph,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/NetworkGraph_plot.png,https://openbiox.github.io/Bizard/Proportion/Network.html#d-interactive-network-diagram,The networkD3 package can be used to enable 3D interaction of network graph,Network Graph,BASICS,Proportion
444,Sankey Diagram Using networkD3 Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/SankeyDiagram_plot1.png,https://openbiox.github.io/Bizard/Proportion/Sankey.html#basic-sankey-diagram,Basic sankey diagram using the networkD3 package and drugs dataset,Sankey Diagram,BASICS,Proportion
445,Sankey Diagram Using networkD3 Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/SankeyDiagram_plot2.png,https://openbiox.github.io/Bizard/Proportion/Sankey.html#customizing-colors,Customizing node colors for sankey diagram using networkD3 package,Sankey Diagram,BASICS,Proportion
446,Sankey Diagram Using networkD3 Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/SankeyDiagram_plot3.png,https://openbiox.github.io/Bizard/Proportion/Sankey.html#customizing-colors,Customizing link colors for sankey diagram using networkD3 package,Sankey Diagram,BASICS,Proportion
447,Sankey Diagram Using ggalluvial Package,https://openbiox.github.io/Bizard/Proportion/Sankey_files/figure-html/fig-BasicSankeyDiagram3-1.png,https://openbiox.github.io/Bizard/Proportion/Sankey.html#basic-sankey-diagram-1,Basic sankey diagram using the ggalluvial package and drugs dataset,Sankey Diagram,BASICS,Proportion
448,Sankey Diagram Using ggalluvial Package,https://openbiox.github.io/Bizard/Proportion/Sankey_files/figure-html/fig-ChangingLineTypes-1.png,https://openbiox.github.io/Bizard/Proportion/Sankey.html#changing-line-types,Changing line types for sankey diagram using ggalluvial package with curve_type = "linear",Sankey Diagram,BASICS,Proportion
449,Sankey Diagram Using ggalluvial Package,https://openbiox.github.io/Bizard/Proportion/Sankey_files/figure-html/fig-ChangingLineTypes2-1.png,https://openbiox.github.io/Bizard/Proportion/Sankey.html#changing-line-types,Changing line types for sankey diagram using ggalluvial package with curve_type = "sigmoid",Sankey Diagram,BASICS,Proportion
450,Basic Arc Diagram,https://openbiox.github.io/Bizard/Proportion/ArcDiagram_files/figure-html/fig1BasicPlot-1.png,https://openbiox.github.io/Bizard/Proportion/ArcDiagram.html#basic-arc-diagram-1,Basic arc diagram using the ggraph package and manually created dataset,Arc Diagram,BASICS,Proportion
451,Node Colors for Arc Diagram,https://openbiox.github.io/Bizard/Proportion/ArcDiagram_files/figure-html/fig2nodecolor-1.png,https://openbiox.github.io/Bizard/Proportion/ArcDiagram.html#map-group-information-to-node-colors,Parameter color = groups maps grouping information to the color of the nodes,Arc Diagram,BASICS,Proportion
452,Complex Arc Diagram,https://openbiox.github.io/Bizard/Proportion/ArcDiagram_files/figure-html/fig3Complex-1.png,https://openbiox.github.io/Bizard/Proportion/ArcDiagram.html#drawing-complex-graph-structures,Co-authored network data processing and graphics,Arc Diagram,BASICS,Proportion
453,Complex Arc Diagram,https://openbiox.github.io/Bizard/Proportion/ArcDiagram_files/figure-html/fig4Compare-1.png,https://openbiox.github.io/Bizard/Proportion/ArcDiagram.html#drawing-complex-graph-structures,Plotting complex data without grouping or sorting (for comparison),Arc Diagram,BASICS,Proportion
454,Thickness of Arc Diagram,https://openbiox.github.io/Bizard/Proportion/ArcDiagram_files/figure-html/fig5weight-1.png,https://openbiox.github.io/Bizard/Proportion/ArcDiagram.html#the-thickness-of-the-arc-is-defined-according-to-the-edge-weight.,The thickness of the arc is defined according to the edge weight,Arc Diagram,BASICS,Proportion
455,Scattered Bubble Animation,https://openbiox.github.io/Bizard/images/Animation_plot1.gif,https://openbiox.github.io/Bizard/Animation/Animation.html#taking-the-gapminder-dataset-as-an-example,Scattered bubble animation using the gganimate package and gapminder dataset,Animation Plot,BASICS,Animation
456,Scattered Bubble Animation,https://openbiox.github.io/Bizard/images/Animation_plot2.gif,https://openbiox.github.io/Bizard/Animation/Animation.html#grouped-scatter-bubble-animation,Grouped scatter bubble animation,Animation Plot,BASICS,Animation
457,Bar Chart Animation,https://openbiox.github.io/Bizard/images/Animation_plot3.gif,https://openbiox.github.io/Bizard/Animation/Animation.html#interval-transition-bar-chart,Bar chart animation using the gganimate package and manually created dataset,Animation Plot,BASICS,Animation
458,Bar Chart Animation,https://openbiox.github.io/Bizard/images/Animation_plot4.gif,https://openbiox.github.io/Bizard/Animation/Animation.html#interval-transition-bar-chart,Bar chart animation using the gganimate package and COVID-19 dataset,Animation Plot,BASICS,Animation
459,Line Chart Animation,https://openbiox.github.io/Bizard/images/Animation_plot5.gif,https://openbiox.github.io/Bizard/Animation/Animation.html#dynamic-line-chart,Line chart animation using the gganimate package and babynames dataset,Animation Plot,BASICS,Animation
460,Line Chart Animation,https://openbiox.github.io/Bizard/images/Animation_plot6.gif,https://openbiox.github.io/Bizard/Animation/Animation.html#dynamic-line-chart,Line chart animation using the gganimate package and COVID-19 dataset,Animation Plot,BASICS,Animation
461,Interactivity Bubble Chart,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot1.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#bubble-chart-using-plotly,Interactivity bubble chart using the plotly package and gapminder dataset,Interactivity Plot,BASICS,Animation
462,Interactivity Heatmap,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot2.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#heatmap-using-plotly-and-d3heatmap,Interactivity heatmap using the plotly package and TCGA dataset,Interactivity Plot,BASICS,Animation
463,Interactivity Heatmap,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot3.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#d3heatmap,Interactivity heatmap using the d3heatmap package and mtcars dataset,Interactivity Plot,BASICS,Animation
464,Interactivity Streamgraph,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot4.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#streamline-diagram-using-streamgraph,Interactivity streamgraph using the streamgraph package and COVID-19 dataset,Interactivity Plot,BASICS,Animation
465,Interactivity Chord Diagram,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot5.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#chord-diagram-using-the-chorddiag-package,Interactivity chord diagram using the chorddiag package and manually created dataset,Interactivity Plot,BASICS,Animation
466,Interactivity Time Series Plot,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot6.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#time-series-plots-using-the-dygraphs-package,Interactivity time series plot using the dygraphs package and COVID-19 dataset,Interactivity Plot,BASICS,Animation
467,Interactivity Plot Using ggiraph Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot7.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#basic-usage,"This is an example using the geom_point_interactive() function, which “replaces” the original geom_point() function in ggplot2",Interactivity Plot,BASICS,Animation
468,Interactivity Plot Using ggiraph Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot8.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#merge-charts,Interactively merging two images,Interactivity Plot,BASICS,Animation
469,Interactivity Plot Using ggiraph Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot9.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#customize-interactive-charts-using-css,Customize interactive charts using CSS,Interactivity Plot,BASICS,Animation
470,Interactivity Plot Using ggiraph Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot10.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#add-css,Add fill effect,Interactivity Plot,BASICS,Animation
471,Interactivity Plot Using ggiraph Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Interactivity_plot11.png,https://openbiox.github.io/Bizard/Animation/Interactivity.html#add-css,Highlight a curve,Interactivity Plot,BASICS,Animation
472,Collinearity Plot,https://openbiox.github.io/Bizard/images/Omics/Collinearity_fig1.png,https://openbiox.github.io/Bizard/Omics/CollinearityPlot.html#basic-collinearity-plot,You can use the ideogram function provided in the RIdeogram package to draw a collinearity plot.,Collinearity Plot,OMICS,CollinearityPlot
473,Collinearity Plot,https://openbiox.github.io/Bizard/images/Omics/Collinearity_fig2.jpg,https://openbiox.github.io/Bizard/Omics/CollinearityPlot.html#change-colors,"If you want to change the colors of the plot, just modify the color column in the karyotype and overlaid tables",Collinearity Plot,OMICS,CollinearityPlot
474,Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-1.1BasicPlot-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-1.1BasicPlot,Plotting the relative positions of a series of genes,Gene Structure Plot,OMICS,GeneStructurePlot
475,Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-1.2GeneGroup-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-1.2GeneGroup,Plot a set of genes,Gene Structure Plot,OMICS,GeneStructurePlot
476,Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-1.3SubStructure-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-1.3SubStructure,Plot gene substructure,Gene Structure Plot,OMICS,GeneStructurePlot
477,Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-1.4GeneLabel-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-1.4GeneLabel,Plot gene markers,Gene Structure Plot,OMICS,GeneStructurePlot
478,Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-1.5ggtree-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-1.5ggtree,With evolutionary trees and plots,Gene Structure Plot,OMICS,GeneStructurePlot
479,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.1theme_genes-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-2.1theme_genes,"In gggenes, there is an image theme called theme_genes that is very suitable for drawing gene structure",Gene Structure Plot,OMICS,GeneStructurePlot
480,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.2.1Color1-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#modify-color,Add colors to different genes,Gene Structure Plot,OMICS,GeneStructurePlot
481,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.2.2Color-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-2.2.2Color,"To change the color scheme, you can use the palette or set it manually",Gene Structure Plot,OMICS,GeneStructurePlot
482,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.2.3Color-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-2.2.3Color,Custom color scheme,Gene Structure Plot,OMICS,GeneStructurePlot
483,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.3Label-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-2.3Label,Add gene labels,Gene Structure Plot,OMICS,GeneStructurePlot
484,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.4arrow-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-2.4arrow,Modify gene arrow shape,Gene Structure Plot,OMICS,GeneStructurePlot
485,Beautify Gene Structure Plot,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot_files/figure-html/fig-2.5forward-1.png,https://openbiox.github.io/Bizard/Omics/GeneStructurePlot.html#fig-2.5forward,Modify the direction of genes,Gene Structure Plot,OMICS,GeneStructurePlot
486,Manhattan Plot Using qqman Package,https://openbiox.github.io/Bizard/Omics/ManhattanPlot_files/figure-html/fig-1.1Basicmanhattan-1.png,https://openbiox.github.io/Bizard/Omics/ManhattanPlot.html#fig-1.1Basicmanhattan,Basic manhattan plot using the qqman package,Manhattan Plot,OMICS,ManhattanPlot
